駅名,建物構造,徒歩分,専有面積,間取り,部屋数,築年,所在階,成約価格
赤坂見附,RC,12,71,R,1,198412,2,49600000
泉岳寺,SRC,10,61,R,1,200708,36,74800000
汐留,RC,4,25,DK,1,200510,4,31100000
高輪台,SRC,14,58,R,2,200608,19,64300000
広尾,SRC,5,21,K,1,200610,8,28800000
大門,SRC,2,23,R,1,200112,12,25100000
青山一丁目,RC,5,16,K,4,201602,3,33800000
天王洲アイル,RC,5,20,R,1,200208,3,16000000
三田,RC,9,76,R,1,201209,2,85300000
青山一丁目,RC,13,101,K,2,200907,2,129600000
広尾,SRC,2,84,K,1,197608,1,76400000
三田,RC,8,78,R,2,198305,4,69700000
溜池山王,SRC,5,21,R,1,200805,5,26300000
大門,RC,5,66,R,1,199803,5,60300000
泉岳寺,RC,4,31,R,1,200710,2,34300000
五反田,RC,14,103,DK,2,200403,13,102100000
高輪台,SRC,5,79,R,1,197910,5,67500000
五反田,SRC,5,51,R,2,201509,9,70800000
汐留,RC,6,26,R,2,199907,2,23700000
日の出,SRC,8,70,K,2,200401,2,65500000
新橋,SRC,10,42,R,1,198011,11,29400000
北品川,SRC,4,25,R,2,200209,2,22700000
目黒,SRC,9,40,R,2,197303,5,24300000
高輪台,SRC,6,35,K,1,197005,3,22600000
渋谷,SRC,4,77,K,3,201005,6,98100000
表参道,RC,2,349,R,3,197808,9,214900000
浜松町,RC,2,75,R,1,200610,24,89700000
泉岳寺,RC,6,20,K,2,201109,16,29600000
乃木坂,RC,4,71,LK,2,198211,30,68200000
御成門,RC,8,94,K,1,200305,11,100100000
青山一丁目,RC,4,33,R,1,199809,5,35300000
外苑前,SRC,12,118,R,1,200104,3,146100000
青山一丁目,RC,12,102,R,4,200508,4,94100000
芝浦ふ頭,RC,10,62,K,1,197604,3,35900000
広尾,SRC,6,47,R,3,200001,18,56300000
高輪台,SRC,4,52,R,3,200805,23,78200000
浜松町,SRC,6,45,K,2,197512,4,26500000
高輪台,SRC,6,25,R,1,200611,9,26900000
浜松町,RC,3,64,K,2,200906,11,83300000
日の出,RC,2,59,R,3,201007,24,77200000
芝浦ふ頭,RC,4,66,R,3,200603,20,74000000
溜池山王,SRC,10,24,R,2,200611,7,28800000
芝浦ふ頭,RC,6,76,R,2,199806,9,67400000
新橋,RC,2,20,R,1,200610,2,21100000
品川,SRC,11,62,K,2,201206,2,65800000
虎ノ門,RC,3,23,K,1,201411,45,44200000
泉岳寺,RC,1,23,K,1,200511,20,31800000
新橋,SRC,3,84,K,2,201302,20,146700000
赤羽橋,SRC,4,95,R,1,201407,8,175000000
日の出,RC,2,24,R,2,201404,6,28300000
芝公園,SRC,6,62,R,1,200007,4,55300000
溜池山王,SRC,1,48,K,2,198205,3,40000000
麻布十番,RC,1,75,R,1,200003,7,103000000
品川,RC,5,21,R,2,201505,4,31600000
溜池山王,RC,8,67,DK,1,201108,3,74500000
青山一丁目,RC,3,16,DK,1,201302,8,29400000
神谷町,SRC,6,20,R,1,200511,12,23400000
泉岳寺,RC,5,38,R,1,200510,3,40600000
赤坂,SRC,8,70,R,3,201005,11,128300000
泉岳寺,SRC,8,71,DK,2,200906,2,76800000
泉岳寺,SRC,5,120,R,2,197111,6,112300000
広尾,SRC,8,19,R,3,201708,3,42300000
お台場海浜公園,RC,2,41,R,1,200708,2,42600000
赤坂,RC,2,65,R,2,198204,44,64000000
赤坂見附,RC,8,24,DK,2,201608,1,34800000
芝公園,RC,11,22,R,1,200610,9,17800000
品川,RC,3,51,R,1,197304,12,49300000
白金高輪,SRC,5,44,R,1,197608,6,30700000
六本木,RC,6,91,R,1,198103,6,79900000
六本木,SRC,8,41,R,1,198103,5,38100000
赤羽橋,SRC,4,56,DK,1,201005,13,88100000
外苑前,SRC,5,81,DK,1,201509,34,219900000
お台場海浜公園,RC,2,21,R,1,201403,20,32300000
お台場海浜公園,SRC,10,77,R,2,200510,5,64800000
白金高輪,RC,2,47,K,1,200611,9,58400000
御成門,SRC,4,67,K,1,200001,5,64000000
三田,SRC,2,50,R,1,200602,28,63300000
芝浦ふ頭,SRC,9,56,R,1,200906,1,55700000
目黒,RC,2,41,DK,1,200805,4,44600000
品川,RC,3,26,R,1,200610,38,36000000
目黒,SRC,6,81,R,1,201403,26,156500000
青山一丁目,RC,11,96,K,1,200806,2,113600000
神谷町,RC,7,106,R,1,201110,7,184000000
虎ノ門,RC,8,45,K,1,200209,5,51600000
お台場海浜公園,RC,2,101,DK,1,200203,9,93100000
白金台,RC,9,42,R,2,200906,11,57800000
麻布十番,RC,3,67,R,1,201411,6,112800000
天王洲アイル,RC,10,60,K,1,198309,2,41300000
浜松町,RC,6,20,R,1,201401,2,19800000
泉岳寺,RC,6,22,R,3,200805,16,29500000
青山一丁目,RC,8,47,R,3,200511,14,49600000
目黒,RC,3,60,R,1,201510,7,77500000
青山一丁目,RC,14,94,R,2,198507,26,76800000
御成門,SRC,3,69,R,1,200209,4,69500000
芝浦ふ頭,SRC,8,50,R,2,199702,5,36900000
北品川,SRC,7,88,R,1,197604,21,79200000
大門,RC,15,91,R,2,199508,4,68800000
赤羽橋,SRC,4,64,R,3,197105,2,51000000
溜池山王,SRC,6,68,R,3,201210,37,147200000
赤坂見附,SRC,6,60,K,1,200303,17,89400000
目黒,RC,2,56,K,1,201005,2,60100000
新橋,SRC,2,35,K,1,200511,2,38100000
広尾,SRC,6,31,K,1,198305,14,25700000
三田,RC,10,41,R,3,200011,12,37500000
赤羽橋,SRC,5,51,R,2,199201,44,54300000
大門,SRC,8,33,R,1,200604,4,33600000
芝浦ふ頭,RC,4,25,R,2,200510,7,24900000
お台場海浜公園,SRC,2,20,R,2,198011,1,12200000
新橋,RC,8,38,K,2,197105,9,28400000
白金台,RC,1,27,DK,1,200204,19,37100000
三田,SRC,14,79,K,2,196906,4,54200000
乃木坂,RC,3,36,K,1,200508,3,43100000
乃木坂,SRC,10,113,K,2,198311,4,107900000
汐留,RC,12,25,R,2,200502,7,26000000
浜松町,SRC,6,51,R,1,201208,10,69300000
乃木坂,RC,12,66,DK,1,200511,3,60200000
芝公園,RC,2,52,R,2,200608,4,51600000
虎ノ門,SRC,9,87,R,1,201411,3,159300000
田町,SRC,2,82,R,3,200209,2,83200000
高輪台,RC,3,60,DK,3,200411,33,79300000
溜池山王,RC,4,38,R,2,199711,36,38200000
お台場海浜公園,SRC,6,98,K,2,197804,3,74000000
赤坂,RC,5,42,K,2,200209,3,57500000
北品川,SRC,8,61,R,2,200610,2,60300000
白金台,RC,4,39,R,1,200812,3,45500000
浜松町,RC,8,112,R,2,198103,3,83400000
赤坂見附,RC,11,72,K,1,198201,7,48300000
白金台,SRC,7,88,K,1,199902,8,102300000
汐留,RC,2,18,R,2,198111,16,12300000
溜池山王,RC,5,132,R,1,199604,2,152700000
赤羽橋,RC,2,82,R,2,200607,9,101400000
田町,SRC,12,64,DK,1,200503,5,49900000
御成門,SRC,5,95,R,1,198112,10,86900000
六本木一丁目,RC,6,62,K,1,200608,21,103400000
六本木,SRC,9,106,K,2,200508,1,149300000
北品川,SRC,7,38,R,2,199903,27,34400000
白金高輪,SRC,12,37,K,4,200502,14,33300000
芝公園,RC,10,78,K,1,199710,6,66300000
目黒,RC,2,73,R,1,197604,6,47000000
麻布十番,RC,1,19,R,3,200508,3,25300000
表参道,RC,13,57,R,1,201504,2,71100000
お台場海浜公園,SRC,12,44,K,1,200510,4,35400000
虎ノ門,SRC,8,85,K,3,197110,27,84600000
汐留,RC,7,73,R,1,200611,6,88100000
北品川,RC,12,37,K,3,200804,25,36000000
御成門,RC,2,70,K,2,197005,10,52900000
虎ノ門,SRC,7,26,DK,1,200708,9,38100000
六本木,RC,2,72,K,3,200610,22,115400000
乃木坂,RC,11,82,R,2,200211,12,86500000
日の出,SRC,14,86,R,1,200209,4,69300000
芝公園,RC,5,57,R,2,200906,10,69600000
赤坂見附,RC,8,74,R,1,199912,2,73900000
白金台,RC,6,55,R,3,197809,26,54000000
白金台,RC,9,89,DK,2,200111,14,104000000
三田,RC,5,50,R,1,199512,27,53200000
白金高輪,SRC,6,107,R,2,200105,7,130500000
白金台,SRC,4,95,K,2,200605,2,117200000
六本木一丁目,SRC,4,42,R,1,201708,3,81100000
高輪台,RC,14,42,LK,1,198203,18,36400000
溜池山王,SRC,5,29,K,1,201200,1,26000000
新橋,SRC,10,36,K,2,200804,12,38600000
三田,RC,1,82,K,2,200104,12,94500000
五反田,RC,8,31,DK,1,198201,2,17600000
天王洲アイル,SRC,6,26,K,2,200511,6,24200000
麻布十番,RC,8,62,R,1,197712,4,52800000
表参道,SRC,3,83,K,1,200104,10,136100000
外苑前,RC,6,69,K,1,200804,9,100100000
六本木,RC,12,65,R,2,200610,7,81200000
浜松町,SRC,14,59,R,1,200906,28,73400000
六本木,RC,8,89,K,2,197711,3,81800000
泉岳寺,SRC,4,31,K,1,200410,2,35500000
神谷町,RC,13,28,R,1,197711,7,20700000
高輪台,SRC,14,62,R,4,201308,12,63600000
日の出,RC,10,23,R,1,200205,7,17000000
渋谷,SRC,14,95,R,1,200607,4,78300000
青山一丁目,RC,2,62,R,3,197706,25,61400000
白金台,RC,9,24,R,2,199911,4,24600000
六本木一丁目,RC,2,26,K,1,201204,3,35700000
渋谷,RC,13,82,DK,1,200502,7,64700000
天王洲アイル,SRC,13,30,DK,2,201402,2,26000000
渋谷,RC,9,61,R,2,200406,8,59400000
青山一丁目,RC,2,57,K,1,198106,7,59800000
高輪台,SRC,4,19,K,1,197803,1,17800000
広尾,SRC,3,30,R,2,197908,14,29700000
五反田,RC,6,48,R,2,200710,3,49000000
芝公園,SRC,11,36,DK,1,201509,36,53100000
乃木坂,SRC,3,45,K,3,200607,3,48700000
御成門,SRC,4,22,R,2,198005,36,18900000
白金台,SRC,4,71,DK,1,200211,11,92200000
新橋,RC,6,25,R,1,198009,3,14000000
虎ノ門,SRC,6,44,R,2,200906,9,58300000
天王洲アイル,SRC,5,85,R,1,200401,2,82800000
五反田,RC,13,78,K,2,200209,10,71700000
新橋,SRC,4,23,R,1,197712,28,22200000
表参道,SRC,3,44,R,1,199908,4,51900000
芝浦ふ頭,SRC,11,30,R,3,200502,1,27100000
青山一丁目,RC,2,70,DK,2,199803,4,80200000
高輪台,SRC,6,63,K,2,197206,5,51800000
天王洲アイル,RC,11,16,R,1,199909,18,15800000
赤坂見附,RC,10,61,R,4,197002,6,43300000
六本木,RC,3,64,K,2,200502,3,83600000
新橋,SRC,4,99,K,2,200509,3,122500000
乃木坂,SRC,3,25,K,1,200502,5,33300000
日の出,RC,6,80,R,1,201208,7,98600000
六本木一丁目,SRC,9,80,R,1,200804,12,150100000
北品川,RC,6,41,R,2,198305,7,28700000
三田,SRC,10,58,K,1,196409,8,45600000
六本木,SRC,12,68,R,3,199806,3,65600000
泉岳寺,SRC,10,67,K,1,197909,20,51100000
白金台,SRC,4,71,R,3,197105,10,61700000
六本木一丁目,RC,6,52,R,1,200610,9,71100000
芝浦ふ頭,SRC,3,82,R,1,200610,5,80300000
白金台,SRC,4,85,R,1,200607,3,122300000
赤坂見附,SRC,4,58,R,1,200011,15,74400000
赤坂見附,RC,2,30,K,2,197302,11,22300000
渋谷,SRC,9,63,K,3,200510,5,60400000
赤坂見附,RC,6,44,R,1,200509,5,47900000
お台場海浜公園,SRC,2,79,K,2,201505,3,91700000
麻布十番,SRC,4,24,R,2,201212,27,44800000
天王洲アイル,SRC,6,39,R,1,201401,3,39100000
乃木坂,RC,3,34,K,3,199902,30,41300000
麻布十番,SRC,12,58,R,2,200608,4,67100000
六本木,RC,15,65,LK,3,201403,7,81800000
大門,RC,2,32,DK,3,199706,8,30300000
虎ノ門,SRC,3,68,K,1,201206,46,147300000
麻布十番,SRC,4,83,K,3,200610,2,116600000
品川,RC,5,73,R,3,200510,5,86100000
新橋,RC,6,68,R,1,200911,4,82100000
浜松町,SRC,4,59,DK,3,198211,13,46000000
天王洲アイル,SRC,12,65,R,1,201109,10,69800000
目黒,RC,13,19,DK,2,201401,1,25600000
お台場海浜公園,SRC,2,77,DK,1,200002,11,66200000
六本木一丁目,SRC,12,18,DK,1,200605,15,27800000
御成門,RC,4,22,R,1,200610,9,26500000
浜松町,SRC,6,107,R,2,199709,33,139500000
三田,SRC,7,67,R,1,200610,21,84900000
六本木一丁目,SRC,1,166,R,2,201005,3,395300000
お台場海浜公園,SRC,6,70,DK,1,198001,12,56200000
大門,SRC,2,43,R,3,197406,7,33600000
溜池山王,RC,8,38,K,1,200107,12,44600000
青山一丁目,SRC,6,71,K,1,201411,6,131100000
赤坂,RC,6,49,R,3,197202,38,42300000
汐留,RC,3,22,DK,1,200610,24,28700000
お台場海浜公園,RC,12,22,R,2,201401,3,21400000
白金高輪,RC,11,42,K,1,201403,9,51200000
三田,RC,1,83,R,1,198406,3,69500000
高輪台,RC,13,51,R,2,197604,18,37800000
目黒,SRC,3,91,R,1,200002,14,89800000
高輪台,RC,6,23,R,3,201303,7,31100000
高輪台,SRC,6,53,R,1,200611,4,64500000
外苑前,SRC,6,31,R,1,200411,22,44400000
外苑前,RC,4,24,DK,1,201203,2,29100000
御成門,RC,1,59,R,2,200511,4,74900000
浜松町,RC,6,23,K,5,200303,9,20000000
外苑前,SRC,7,64,R,1,196410,14,57800000
麻布十番,SRC,11,51,K,1,199911,13,48500000
乃木坂,RC,3,17,R,1,199711,10,21500000
赤羽橋,RC,4,78,R,3,200510,17,102800000
芝浦ふ頭,RC,8,124,R,2,198312,4,102500000
六本木,RC,3,54,R,1,200508,4,76400000
麻布十番,SRC,10,24,K,1,200007,2,25500000
芝浦ふ頭,SRC,3,70,R,2,200906,3,76500000
虎ノ門,RC,12,42,R,1,200105,6,37700000
お台場海浜公園,RC,7,79,R,1,201007,7,82300000
日の出,RC,3,83,R,1,200002,31,94600000
渋谷,RC,8,39,K,1,197503,7,24100000
青山一丁目,RC,10,54,R,2,200203,11,58700000
品川,RC,5,51,K,1,197809,1,45700000
虎ノ門,SRC,4,50,R,2,200906,4,73600000
六本木一丁目,RC,3,35,R,3,198202,40,29500000
三田,SRC,5,46,R,1,198006,7,33800000
田町,SRC,14,54,R,1,197811,3,28200000
神谷町,SRC,3,20,DK,1,198009,3,19200000
日の出,RC,5,70,DK,1,197604,4,45400000
神谷町,SRC,3,82,R,1,200509,10,117000000
麻布十番,RC,4,80,K,1,200611,34,137000000
渋谷,SRC,12,72,R,1,196505,7,47500000
白金高輪,SRC,3,47,K,1,200602,7,61300000
高輪台,SRC,8,80,R,2,197105,6,60300000
外苑前,RC,5,47,R,2,199909,7,53600000
外苑前,RC,4,52,R,2,201402,8,77300000
赤坂,RC,1,80,R,2,200302,9,117600000
虎ノ門,SRC,8,56,K,1,200506,4,63000000
泉岳寺,RC,6,95,K,2,201003,3,119200000
天王洲アイル,SRC,12,50,R,2,200906,6,52200000
汐留,RC,12,69,K,1,201509,10,90900000
三田,RC,3,21,K,1,201203,28,27400000
虎ノ門,RC,6,91,R,1,200406,40,133500000
外苑前,RC,8,58,R,2,199609,9,61900000
品川,SRC,3,54,R,1,198007,4,51300000
浜松町,SRC,10,42,R,1,200008,9,37400000
北品川,SRC,6,42,R,1,198206,18,29600000
虎ノ門,SRC,5,31,R,1,201403,6,50600000
目黒,SRC,5,41,K,1,200608,5,44700000
白金台,RC,5,54,R,1,197809,14,53000000
田町,RC,4,50,R,1,197910,6,40100000
天王洲アイル,SRC,4,78,R,1,200811,8,89200000
六本木,RC,10,21,R,2,200610,3,27700000
浜松町,SRC,4,21,R,2,199201,6,16200000
北品川,SRC,10,16,R,2,196809,10,9200000
お台場海浜公園,RC,9,24,R,1,201111,2,18600000
お台場海浜公園,SRC,6,54,R,2,198206,9,34400000
広尾,RC,2,81,K,1,200003,11,108000000
浜松町,RC,7,65,K,3,198811,3,54600000
三田,SRC,2,44,R,1,201003,9,54000000
虎ノ門,RC,1,23,R,1,200509,11,32400000
麻布十番,RC,3,51,R,3,197800,2,47000000
麻布十番,SRC,8,21,R,1,200407,3,27800000
お台場海浜公園,RC,6,89,DK,3,198001,2,71800000
日の出,SRC,5,72,K,2,200301,2,65700000
天王洲アイル,SRC,6,20,K,1,201212,2,21000000
芝公園,SRC,5,25,K,1,197804,6,13600000
泉岳寺,SRC,6,32,R,1,200304,9,38800000
渋谷,RC,4,53,K,2,199002,9,41600000
麻布十番,RC,11,26,K,2,200906,29,34800000
五反田,RC,5,101,R,3,201401,8,143600000
六本木,RC,6,54,R,2,197808,3,49500000
虎ノ門,SRC,9,94,K,2,197207,5,78600000
白金台,SRC,8,66,R,2,197910,9,59000000
外苑前,SRC,4,20,K,3,200508,13,30500000
御成門,RC,4,108,DK,1,200606,4,137900000
高輪台,SRC,12,64,R,2,200510,35,68600000
渋谷,SRC,3,67,K,3,201303,2,79800000
青山一丁目,RC,6,72,R,2,200507,3,81200000
赤坂,SRC,7,79,SK,2,200602,8,111500000
青山一丁目,RC,13,34,K,1,197103,4,20100000
汐留,RC,9,68,K,1,201401,12,93800000
六本木一丁目,SRC,14,78,K,1,200402,14,95300000
御成門,SRC,1,41,R,1,200209,12,48700000
田町,SRC,14,50,K,1,201308,4,48700000
渋谷,SRC,2,57,R,1,199709,9,52800000
品川,SRC,12,102,R,2,201403,13,136700000
虎ノ門,RC,5,68,R,1,201408,21,119600000
浜松町,SRC,6,37,DK,2,199708,26,37000000
大門,RC,2,25,K,1,200508,13,30900000
新橋,RC,11,39,R,1,197009,12,27300000
六本木一丁目,RC,5,88,DK,2,201410,15,160800000
青山一丁目,RC,2,23,R,1,200401,6,30000000
北品川,SRC,3,27,K,2,199807,6,29600000
神谷町,SRC,10,30,R,3,197007,22,17700000
広尾,RC,6,81,K,1,200610,3,123500000
神谷町,RC,4,57,R,2,201503,14,96800000
汐留,SRC,7,23,K,2,197803,10,19400000
泉岳寺,SRC,2,20,R,3,197708,2,14800000
乃木坂,RC,3,108,R,3,200007,7,144800000
五反田,SRC,2,65,R,1,201007,4,78000000
白金台,SRC,5,46,R,3,197006,11,31300000
北品川,RC,14,35,R,2,197211,2,19400000
渋谷,RC,1,40,R,3,200708,15,48200000
六本木,RC,4,62,K,1,200510,12,94100000
外苑前,SRC,1,33,K,3,199601,5,35100000
芝公園,RC,2,80,K,1,197603,16,63900000
天王洲アイル,SRC,2,24,R,2,198306,1,20300000
御成門,RC,5,68,R,1,197810,15,62300000
表参道,SRC,1,73,R,2,197604,30,83500000
泉岳寺,SRC,5,33,K,1,198005,4,29900000
外苑前,SRC,6,68,R,1,197808,2,63500000
赤坂見附,SRC,5,60,R,2,200611,15,87900000
北品川,SRC,3,71,R,1,201409,1,94400000
六本木,RC,6,78,R,2,201407,10,139300000
浜松町,SRC,14,107,R,1,200209,9,92600000
お台場海浜公園,SRC,5,69,DK,2,200708,1,63400000
芝公園,SRC,10,65,R,1,198009,5,47100000
神谷町,SRC,14,62,R,3,201509,4,99100000
乃木坂,RC,10,56,R,1,200007,3,50400000
お台場海浜公園,SRC,3,57,DK,2,200011,7,46500000
日の出,RC,13,63,DK,1,200710,12,52700000
芝浦ふ頭,RC,7,22,R,1,200508,2,17700000
広尾,SRC,2,57,K,2,200710,2,74800000
乃木坂,SRC,10,19,DK,1,196903,36,13800000
天王洲アイル,SRC,10,41,K,3,200605,12,34600000
天王洲アイル,SRC,6,20,R,2,200608,15,21000000
白金台,SRC,6,14,K,2,201708,3,40600000
新橋,SRC,9,21,R,1,201509,3,31100000
五反田,RC,12,18,R,1,201507,4,18700000
広尾,RC,6,20,R,1,200610,10,29500000
乃木坂,RC,13,80,DK,1,201303,19,102400000
虎ノ門,SRC,5,75,R,2,197703,3,66000000
赤坂,SRC,8,25,LDK,1,200312,8,28800000
日の出,SRC,1,62,R,1,197806,7,48900000
広尾,RC,2,57,K,3,201002,33,88200000
芝浦ふ頭,SRC,5,90,R,2,199903,3,86400000
三田,RC,5,89,R,1,197907,2,72800000
白金台,SRC,3,38,DK,2,198003,2,24900000
北品川,SRC,6,75,DK,1,201510,12,123800000
神谷町,RC,15,70,K,2,200011,5,68900000
お台場海浜公園,SRC,8,34,R,1,201303,29,40600000
三田,RC,7,23,R,2,200508,8,25000000
赤坂,RC,2,91,R,1,200209,5,108400000
お台場海浜公園,SRC,4,21,K,3,200610,2,21800000
お台場海浜公園,RC,4,58,K,2,197706,34,45400000
五反田,SRC,8,100,DK,3,200508,5,103400000
田町,SRC,13,30,K,2,198305,1,15500000
三田,RC,5,77,K,1,200104,5,85900000
浜松町,SRC,5,82,K,1,200406,4,86200000
表参道,SRC,12,51,DK,1,198312,2,44200000
品川,RC,8,40,R,3,197910,17,28500000
赤羽橋,SRC,2,21,R,3,198210,10,20800000
御成門,RC,3,103,R,1,200608,16,151100000
六本木,SRC,9,130,R,2,200401,17,208600000
御成門,SRC,4,90,K,2,200710,7,105100000
大門,SRC,13,19,K,1,198812,36,14900000
赤羽橋,RC,8,91,DK,1,198004,33,69300000
品川,SRC,1,100,DK,2,200611,13,120800000
麻布十番,SRC,6,21,K,2,200209,11,25700000
汐留,RC,2,35,R,2,201509,10,57200000
お台場海浜公園,RC,1,145,DK,1,197603,4,78800000
日の出,SRC,6,55,R,2,200200,8,45200000
お台場海浜公園,SRC,14,20,R,2,200108,2,14800000
六本木,RC,1,63,K,1,201212,6,107300000
外苑前,RC,8,106,R,2,200403,9,141100000
白金台,SRC,5,104,K,2,197904,11,97400000
北品川,RC,4,70,R,2,200906,5,78400000
御成門,SRC,7,87,R,1,200502,5,92000000
汐留,RC,2,70,K,1,199806,18,84500000
三田,SRC,4,38,K,2,200804,25,53600000
芝浦ふ頭,SRC,1,90,DK,3,200003,12,92500000
赤羽橋,RC,12,20,K,1,198203,5,10700000
日の出,SRC,7,55,R,1,198807,19,46300000
汐留,RC,3,76,R,1,200303,4,101000000
北品川,SRC,13,44,R,1,200906,3,47000000
麻布十番,RC,11,47,R,2,200610,4,51500000
北品川,RC,13,40,R,1,200610,7,39000000
高輪台,SRC,5,33,DK,2,200209,8,39600000
三田,SRC,2,47,DK,1,200212,46,60000000
赤羽橋,SRC,12,25,R,2,197801,3,19800000
赤坂,RC,2,25,K,1,200410,2,33700000
泉岳寺,RC,8,38,R,2,200209,36,41600000
御成門,SRC,5,66,R,1,199810,7,64500000
品川,RC,6,80,K,1,198312,9,69800000
芝公園,RC,13,64,K,1,200407,5,50000000
日の出,RC,8,42,R,1,200411,2,36900000
新橋,SRC,6,53,DK,1,200202,40,63000000
広尾,RC,3,39,K,1,201111,2,52600000
広尾,SRC,6,19,R,1,200409,40,23100000
溜池山王,SRC,12,85,R,1,201204,3,114700000
赤坂,RC,4,55,R,3,197904,3,42600000
表参道,SRC,4,24,R,3,197808,4,22000000
溜池山王,RC,5,57,R,2,200511,3,66100000
天王洲アイル,SRC,3,70,R,3,200510,3,71000000
高輪台,RC,12,100,R,2,200512,25,97300000
三田,SRC,14,80,R,2,200205,2,65300000
赤坂見附,RC,3,25,DK,2,200205,9,29100000
田町,RC,14,52,R,1,200510,9,44000000
麻布十番,RC,7,64,K,1,201003,2,88900000
虎ノ門,RC,10,52,K,2,198011,2,36000000
六本木一丁目,RC,2,82,R,1,201402,1,127400000
泉岳寺,RC,12,52,R,1,201410,3,45200000
外苑前,SRC,2,82,K,3,201210,34,171400000
広尾,RC,14,75,K,1,200012,29,84100000
六本木,SRC,6,62,R,1,200611,3,91900000
泉岳寺,SRC,9,25,R,1,201303,7,31900000
品川,SRC,2,33,R,2,200804,38,45100000
白金高輪,RC,9,64,DK,2,197912,41,57900000
六本木一丁目,SRC,8,33,R,3,198004,6,21000000
北品川,SRC,12,21,DK,3,200911,10,27600000
渋谷,RC,10,198,K,2,198309,22,164900000
白金台,RC,5,27,R,1,200001,33,34700000
三田,RC,6,103,K,2,197310,12,83600000
広尾,SRC,2,74,R,1,200812,2,124200000
目黒,SRC,4,56,R,2,200810,5,66000000
神谷町,RC,4,100,K,2,201408,7,191600000
青山一丁目,SRC,4,21,K,3,200610,11,32300000
御成門,RC,7,38,R,3,200608,2,43400000
青山一丁目,RC,8,37,K,1,201308,9,49300000
麻布十番,RC,1,70,K,2,200605,1,99600000
六本木一丁目,SRC,2,86,R,1,200610,5,134800000
表参道,SRC,3,45,K,1,201201,34,93100000
渋谷,SRC,2,88,K,2,197804,13,66600000
六本木,SRC,12,60,K,1,199706,23,70000000
田町,RC,11,83,K,2,201005,16,93000000
神谷町,SRC,4,20,K,3,200710,13,27000000
白金高輪,RC,8,25,DK,3,200605,6,31900000
大門,SRC,14,78,R,1,201206,11,86900000
白金高輪,RC,10,60,K,1,200708,16,65000000
白金台,SRC,3,55,K,1,200302,13,75800000
天王洲アイル,SRC,8,75,K,1,199810,14,68000000
赤坂見附,RC,14,54,R,2,197808,8,41100000
乃木坂,RC,9,94,R,3,197005,9,67400000
芝公園,RC,3,42,R,2,200502,3,46800000
芝公園,SRC,2,68,K,1,200906,3,79300000
御成門,SRC,7,22,K,2,199903,23,28200000
白金高輪,RC,10,64,R,3,200810,21,74500000
白金台,SRC,5,20,DK,2,200510,5,26700000
乃木坂,RC,9,23,DK,1,200305,16,27500000
赤坂見附,RC,2,82,K,2,197808,10,80700000
赤坂,RC,8,162,K,1,200508,5,319300000
新橋,RC,4,23,DK,2,199902,9,18600000
外苑前,RC,6,88,K,1,198103,3,83200000
三田,SRC,2,76,R,2,200303,16,94400000
日の出,RC,9,31,R,1,197606,5,18200000
神谷町,SRC,8,161,R,3,198003,7,180600000
青山一丁目,SRC,5,50,R,1,200003,5,58000000
白金台,RC,3,22,R,3,200308,3,30900000
三田,SRC,3,122,DK,2,197105,40,127900000
芝公園,SRC,3,16,K,1,199909,11,17900000
外苑前,SRC,4,22,K,3,198303,12,19000000
芝浦ふ頭,RC,14,57,R,2,197103,28,38000000
三田,RC,4,90,K,1,200107,7,103000000
赤坂見附,RC,6,62,R,2,200502,3,70300000
六本木,SRC,6,67,R,2,200511,10,95300000
お台場海浜公園,RC,8,72,DK,1,200906,5,65800000
浜松町,RC,3,61,R,1,201301,19,91500000
乃木坂,RC,12,24,R,3,197806,11,18000000
田町,RC,6,144,K,2,197202,7,102200000
虎ノ門,RC,12,65,R,1,199809,2,50500000
お台場海浜公園,RC,3,67,R,2,200906,9,73400000
五反田,SRC,2,78,K,1,197604,8,57000000
芝浦ふ頭,RC,4,75,DK,2,201401,2,80200000
田町,RC,6,94,R,3,200906,6,123500000
麻布十番,RC,14,21,R,2,200205,3,23100000
三田,SRC,5,99,R,3,200105,6,101900000
神谷町,RC,5,30,R,2,200611,8,39000000
外苑前,RC,3,55,R,1,200811,1,70000000
田町,SRC,3,64,DK,3,200610,1,67500000
浜松町,RC,6,42,K,1,198406,1,32700000
表参道,RC,8,49,R,1,201401,12,68900000
六本木,SRC,10,78,K,3,201509,5,141800000
青山一丁目,SRC,7,16,R,3,200303,7,23900000
麻布十番,RC,4,24,K,1,200002,22,25500000
泉岳寺,SRC,2,25,K,1,196912,18,17100000
青山一丁目,RC,10,23,R,1,197711,8,15300000
品川,RC,6,58,R,1,200411,7,63400000
お台場海浜公園,SRC,4,37,R,3,200610,40,41700000
青山一丁目,RC,1,19,K,2,200605,1,27800000
目黒,SRC,2,36,DK,1,200502,9,42600000
白金高輪,RC,4,45,K,2,199703,13,45900000
芝公園,SRC,10,55,K,3,201005,2,54700000
六本木一丁目,RC,8,102,DK,3,201510,1,167300000
三田,RC,6,59,K,2,198009,3,46000000
虎ノ門,SRC,6,84,DK,2,200511,8,116700000
